interaction_id,user_id,product_id,session_id,interaction_type,implicit_weight,duration_seconds,timestamp
"int_1790176426921_dncgq4amk","6a833397cee036cbf121a875","68c5583b9869e837e80cea4b","sess_explore_1790176426921_71m96j","view",1,27,"2026-09-16T07:03:25.661Z"
"int_1790176426921_t52x8p9wi","6a833397cee036cbf121a875","68c5583b9869e837e80cea4b","sess_explore_1790176426921_71m96j","like",3,0,"2026-09-16T07:03:35.661Z"
"int_1790176426859_r0ro22v5l","6a833397cee036cbf121a87d","68c5583b9869e837e80ceaf8","sess_1790176426857_g7xbawj","view",1,20,"2026-09-16T07:13:43.757Z"
"int_1790176426859_5j5saqpzt","6a833397cee036cbf121a87d","68c5583b9869e837e80cea7c","sess_1790176426857_g7xbawj","view",1,80,"2026-09-16T07:13:43.757Z"
"int_1790176426859_4wqkjwim9","6a833397cee036cbf121a87d","68c5583b9869e837e80cea40","sess_1790176426857_g7xbawj","view",1,144,"2026-09-16T07:13:43.757Z"
"int_1790176426859_bv6a65nnt","6a833397cee036cbf121a87d","68c5583b9869e837e80ce9a6","sess_1790176426857_g7xbawj","view",1,22,"2026-09-16T07:13:43.757Z"
"int_1790176426859_zbh22jr6m","6a833397cee036cbf121a87d","68c5583b9869e837e80cea7c","sess_1790176426857_g7xbawj","like",3,0,"2026-09-16T07:13:58.757Z"
"int_1790176426859_fun8qwgn7","6a833397cee036cbf121a87d","68c5583b9869e837e80ce9a6","sess_1790176426857_g7xbawj","like",3,0,"2026-09-16T07:13:58.757Z"
"int_1790176426920_hxkhnd0js","6a833396cee036cbf121a861","68c5583b9869e837e80cea0c","sess_explore_1790176426920_e650i1","search_click",2,35,"2026-09-16T09:24:29.544Z"
"int_1790176426920_dv5uwv3nw","6a833396cee036cbf121a86f","68c5583b9869e837e80cea08","sess_explore_1790176426920_6weapr","search_click",2,27,"2026-09-16T09:26:21.279Z"
"int_1790176426357_0il0d58em","68e5331e5186f04dcdf2e9f6","68c5583b9869e837e80ce9a5","sess_1790176426353_eiiuktr","view",1,156,"2026-09-16T09:45:30.062Z"
"int_1790176426357_khyi654nl","68e5331e5186f04dcdf2e9f6","68c5583b9869e837e80cea7f","sess_1790176426353_eiiuktr","view",1,50,"2026-09-16T09:45:30.062Z"
"int_1790176426357_5z29ticga","68e5331e5186f04dcdf2e9f6","68c5583b9869e837e80ce9ee","sess_1790176426353_eiiuktr","view",1,175,"2026-09-16T09:45:30.062Z"
"int_1790176426924_6sgl1yonc","6a833396cee036cbf121a867","68c5583b9869e837e80ceadf","sess_explore_1790176426924_fx77od","view",1,36,"2026-09-16T09:59:05.705Z"
"int_1790176426691_oobh3lwif","6a833395cee036cbf121a85f","68c5583b9869e837e80cea03","sess_1790176426689_30o3a2d","view",1,55,"2026-09-16T10:54:59.738Z"
"int_1790176426691_emtdirhlr","6a833395cee036cbf121a85f","68c5583b9869e837e80ce9df","sess_1790176426689_30o3a2d","view",1,179,"2026-09-16T10:54:59.738Z"
"int_1790176426691_21ihl1qid","6a833395cee036cbf121a85f","68c5583b9869e837e80cea1c","sess_1790176426689_30o3a2d","view",1,59,"2026-09-16T10:54:59.738Z"
"int_1790176426691_wmd7x19h0","6a833395cee036cbf121a85f","68c5583b9869e837e80ce9df","sess_1790176426689_30o3a2d","like",3,0,"2026-09-16T10:55:14.738Z"
"int_1790176426691_gyyrcwrx6","6a833395cee036cbf121a85f","68c5583b9869e837e80cea1c","sess_1790176426689_30o3a2d","like",3,0,"2026-09-16T10:55:14.738Z"
"int_1790176426416_mpvbm30sa","6a833392cee036cbf121a82b","68c5583b9869e837e80cea30","sess_1790176426415_c1sewhb","view",1,178,"2026-09-16T12:26:32.862Z"
"int_1790176426416_ifyck924b","6a833392cee036cbf121a82b","68c5583b9869e837e80cea29","sess_1790176426415_c1sewhb","view",1,45,"2026-09-16T12:26:32.862Z"
"int_1790176426416_ju5wzctml","6a833392cee036cbf121a82b","68c5583b9869e837e80ce9af","sess_1790176426415_c1sewhb","view",1,85,"2026-09-16T12:26:32.862Z"
"int_1790176426416_flub3mvqt","6a833392cee036cbf121a82b","68c5583b9869e837e80cea1b","sess_1790176426415_c1sewhb","view",1,180,"2026-09-16T12:26:32.862Z"
"int_1790176426416_oj65acwpj","6a833392cee036cbf121a82b","68c5583b9869e837e80cea46","sess_1790176426415_c1sewhb","view",1,76,"2026-09-16T12:26:32.862Z"
"int_1790176426416_6af59t78t","6a833392cee036cbf121a82b","68c5583b9869e837e80cea29","sess_1790176426415_c1sewhb","like",3,0,"2026-09-16T12:26:47.862Z"
"int_1790176426416_i0t37oi0t","6a833392cee036cbf121a82b","68c5583b9869e837e80ce9af","sess_1790176426415_c1sewhb","like",3,0,"2026-09-16T12:26:47.862Z"
"int_1790176426416_x4kgqi6sh","6a833392cee036cbf121a82b","68c5583b9869e837e80cea1b","sess_1790176426415_c1sewhb","like",3,0,"2026-09-16T12:26:47.862Z"
"int_1790176426416_6vcx9x4mh","6a833392cee036cbf121a82b","68c5583b9869e837e80cea46","sess_1790176426415_c1sewhb","add_to_cart",5,0,"2026-09-16T12:27:07.862Z"
"int_1790176426923_4jj0wu1qw","6a833392cee036cbf121a827","68c5583b9869e837e80ceaca","sess_explore_1790176426923_d4gxr7","search_click",2,79,"2026-09-16T12:51:46.706Z"
"int_1790176426919_r7t3id4dm","6a833395cee036cbf121a85b","68c5583b9869e837e80ce981","sess_explore_1790176426919_ywz2hy","search_click",2,58,"2026-09-16T13:50:44.079Z"
"int_1790176426923_01t8vr3ol","6a833394cee036cbf121a851","68c5583b9869e837e80ceacb","sess_explore_1790176426923_7oyfpn","search_click",2,61,"2026-09-16T14:06:45.157Z"
"int_1790176426923_9benua890","6a833395cee036cbf121a857","68c5583b9869e837e80ceaca","sess_explore_1790176426923_w1q9do","view",1,32,"2026-09-16T14:50:32.403Z"
"int_1790176426491_rl0vz2o5n","6a833393cee036cbf121a83b","68c5583b9869e837e80cea60","sess_1790176426489_xc0ig22","view",1,171,"2026-09-16T15:27:29.648Z"
"int_1790176426491_tc2poultg","6a833393cee036cbf121a83b","68c5583b9869e837e80cea3c","sess_1790176426489_xc0ig22","view",1,73,"2026-09-16T15:27:29.648Z"
"int_1790176426491_fr519tec3","6a833393cee036cbf121a83b","68c5583b9869e837e80cea63","sess_1790176426489_xc0ig22","view",1,154,"2026-09-16T15:27:29.648Z"
"int_1790176426491_xymq6aphh","6a833393cee036cbf121a83b","68c5583b9869e837e80ce976","sess_1790176426489_xc0ig22","view",1,63,"2026-09-16T15:27:29.648Z"
"int_1790176426491_ftx321pz6","6a833393cee036cbf121a83b","68c5583b9869e837e80cea60","sess_1790176426489_xc0ig22","like",3,0,"2026-09-16T15:27:44.648Z"
"int_1790176426491_qa2r7vqq8","6a833393cee036cbf121a83b","68c5583b9869e837e80cea63","sess_1790176426489_xc0ig22","like",3,0,"2026-09-16T15:27:44.648Z"
"int_1790176426491_oen2km7ed","6a833393cee036cbf121a83b","68c5583b9869e837e80cea63","sess_1790176426489_xc0ig22","add_to_cart",5,0,"2026-09-16T15:28:04.648Z"
"int_1790176426491_pwqm1fbjy","6a833393cee036cbf121a83b","68c5583b9869e837e80cea63","sess_1790176426489_xc0ig22","purchase",10,0,"2026-09-16T15:28:29.648Z"
"int_1790176426922_u1e7vuxnr","6a833397cee036cbf121a875","68c5583b9869e837e80cea83","sess_explore_1790176426922_yg7s23","view",1,32,"2026-09-16T16:01:30.962Z"
"int_1790176426921_n77w284pr","6a83085d4d4fb77855083406","68c5583b9869e837e80cea55","sess_explore_1790176426921_jm59ng","view",1,78,"2026-09-16T16:36:40.042Z"
"int_1790176426487_4qmtwbjmj","6a833393cee036cbf121a839","68c5583b9869e837e80ce9f6","sess_1790176426485_zauy1d4","view",1,81,"2026-09-16T16:40:16.368Z"
"int_1790176426487_i8yc7b032","6a833393cee036cbf121a839","68c5583b9869e837e80cea0b","sess_1790176426485_zauy1d4","view",1,104,"2026-09-16T16:40:16.368Z"
"int_1790176426487_hskn8ownn","6a833393cee036cbf121a839","68c5583b9869e837e80ce992","sess_1790176426485_zauy1d4","view",1,116,"2026-09-16T16:40:16.368Z"
"int_1790176426487_7s3swk7c5","6a833393cee036cbf121a839","68c5583b9869e837e80ce9f6","sess_1790176426485_zauy1d4","like",3,0,"2026-09-16T16:40:31.368Z"
"int_1790176426487_w9c44pxyu","6a833393cee036cbf121a839","68c5583b9869e837e80ce992","sess_1790176426485_zauy1d4","like",3,0,"2026-09-16T16:40:31.368Z"
"int_1790176426922_7k1q7kgic","6a833398cee036cbf121a885","68c5583b9869e837e80ceaad","sess_explore_1790176426922_1xiiui","view",1,57,"2026-09-16T18:02:02.767Z"
"int_1790176426922_m7z27up2e","6a833393cee036cbf121a839","68c5583b9869e837e80cea8b","sess_explore_1790176426922_7nu7bv","view",1,86,"2026-09-16T18:28:12.170Z"
"int_1790176426922_j9q63z0ru","6a833393cee036cbf121a839","68c5583b9869e837e80cea8b","sess_explore_1790176426922_7nu7bv","like",3,0,"2026-09-16T18:28:22.170Z"
"int_1790176426851_a4nt146g7","6a833397cee036cbf121a87b","68c5583b9869e837e80cea63","sess_1790176426850_38905lz","view",1,157,"2026-09-16T18:35:33.576Z"
"int_1790176426851_yf0grsrru","6a833397cee036cbf121a87b","68c5583b9869e837e80cea42","sess_1790176426850_38905lz","view",1,60,"2026-09-16T18:35:33.576Z"
"int_1790176426851_q5dddf8n3","6a833397cee036cbf121a87b","68c5583b9869e837e80ce9fc","sess_1790176426850_38905lz","view",1,124,"2026-09-16T18:35:33.576Z"
"int_1790176426851_6ddrbelqn","6a833397cee036cbf121a87b","68c5583b9869e837e80ce9de","sess_1790176426850_38905lz","view",1,31,"2026-09-16T18:35:33.576Z"
"int_1790176426851_8f45iwufq","6a833397cee036cbf121a87b","68c5583b9869e837e80cea63","sess_1790176426850_38905lz","like",3,0,"2026-09-16T18:35:48.576Z"
"int_1790176426851_ejnfxqflc","6a833397cee036cbf121a87b","68c5583b9869e837e80cea42","sess_1790176426850_38905lz","like",3,0,"2026-09-16T18:35:48.576Z"
"int_1790176426851_nrg7lzwb8","6a833397cee036cbf121a87b","68c5583b9869e837e80cea42","sess_1790176426850_38905lz","add_to_cart",5,0,"2026-09-16T18:36:08.576Z"
"int_1790176426851_k3j116e1m","6a833397cee036cbf121a87b","68c5583b9869e837e80ce9fc","sess_1790176426850_38905lz","add_to_cart",5,0,"2026-09-16T18:36:08.576Z"
"int_1790176426851_jm5wve2wd","6a833397cee036cbf121a87b","68c5583b9869e837e80ce9de","sess_1790176426850_38905lz","add_to_cart",5,0,"2026-09-16T18:36:08.576Z"
"int_1790176426551_sbunwr32c","6a833394cee036cbf121a845","68c5583b9869e837e80ce996","sess_1790176426550_eofgg7r","view",1,106,"2026-09-16T19:25:35.950Z"
"int_1790176426551_df7e5yf01","6a833394cee036cbf121a845","68c5583b9869e837e80ce98b","sess_1790176426550_eofgg7r","view",1,93,"2026-09-16T19:25:35.950Z"
"int_1790176426551_vacxtctt1","6a833394cee036cbf121a845","68c5583b9869e837e80cea1d","sess_1790176426550_eofgg7r","view",1,119,"2026-09-16T19:25:35.950Z"
"int_1790176426551_uey0rrfd3","6a833394cee036cbf121a845","68c5583b9869e837e80ce976","sess_1790176426550_eofgg7r","view",1,173,"2026-09-16T19:25:35.950Z"
"int_1790176426551_j7ytj8xen","6a833394cee036cbf121a845","68c5583b9869e837e80cea1d","sess_1790176426550_eofgg7r","like",3,0,"2026-09-16T19:25:50.950Z"
"int_1790176426551_jt19iv47c","6a833394cee036cbf121a845","68c5583b9869e837e80ce976","sess_1790176426550_eofgg7r","add_to_cart",5,0,"2026-09-16T19:26:10.950Z"
"int_1790176426551_08njyfitr","6a833394cee036cbf121a845","68c5583b9869e837e80ce976","sess_1790176426550_eofgg7r","purchase",10,0,"2026-09-16T19:26:35.950Z"
"int_1790176426793_8gks6g703","6a833397cee036cbf121a871","68c5583b9869e837e80cea15","sess_1790176426790_3minhfq","view",1,176,"2026-09-16T20:38:19.237Z"
"int_1790176426793_xj6mji9g0","6a833397cee036cbf121a871","68c5583b9869e837e80ce9e0","sess_1790176426790_3minhfq","view",1,109,"2026-09-16T20:38:19.237Z"
"int_1790176426793_v0r5g89th","6a833397cee036cbf121a871","68c5583b9869e837e80ce989","sess_1790176426790_3minhfq","view",1,125,"2026-09-16T20:38:19.237Z"
"int_1790176426793_5w638itaj","6a833397cee036cbf121a871","68c5583b9869e837e80ce988","sess_1790176426790_3minhfq","view",1,169,"2026-09-16T20:38:19.237Z"
"int_1790176426793_9xq1cpy6p","6a833397cee036cbf121a871","68c5583b9869e837e80cea15","sess_1790176426790_3minhfq","like",3,0,"2026-09-16T20:38:34.237Z"
"int_1790176426793_7t0wju5z5","6a833397cee036cbf121a871","68c5583b9869e837e80ce9e0","sess_1790176426790_3minhfq","add_to_cart",5,0,"2026-09-16T20:38:54.237Z"
"int_1790176426793_1v1xjaykv","6a833397cee036cbf121a871","68c5583b9869e837e80ce9e0","sess_1790176426790_3minhfq","purchase",10,0,"2026-09-16T20:39:19.237Z"
"int_1790176426704_5a2muygvv","6a833396cee036cbf121a863","68c5583b9869e837e80cea2d","sess_1790176426703_4ctuwed","view",1,150,"2026-09-16T22:10:58.411Z"
"int_1790176426704_j8x7jh2y7","6a833396cee036cbf121a863","68c5583b9869e837e80cea45","sess_1790176426703_4ctuwed","view",1,86,"2026-09-16T22:10:58.411Z"
"int_1790176426704_loexhzc9b","6a833396cee036cbf121a863","68c5583b9869e837e80cead7","sess_1790176426703_4ctuwed","view",1,120,"2026-09-16T22:10:58.411Z"
"int_1790176426704_dnk0b2ncz","6a833396cee036cbf121a863","68c5583b9869e837e80ceae2","sess_1790176426703_4ctuwed","view",1,150,"2026-09-16T22:10:58.411Z"
"int_1790176426704_cd9p4qx8r","6a833396cee036cbf121a863","68c5583b9869e837e80cea2d","sess_1790176426703_4ctuwed","like",3,0,"2026-09-16T22:11:13.411Z"
"int_1790176426704_1irpilykv","6a833396cee036cbf121a863","68c5583b9869e837e80ceae2","sess_1790176426703_4ctuwed","like",3,0,"2026-09-16T22:11:13.411Z"
"int_1790176426704_90s61dk74","6a833396cee036cbf121a863","68c5583b9869e837e80cead7","sess_1790176426703_4ctuwed","add_to_cart",5,0,"2026-09-16T22:11:33.411Z"
"int_1790176426704_kpey8je9b","6a833396cee036cbf121a863","68c5583b9869e837e80cead7","sess_1790176426703_4ctuwed","purchase",10,0,"2026-09-16T22:11:58.411Z"
"int_1790176426922_28te79j3i","6a833395cee036cbf121a85f","68c5583b9869e837e80ceaa0","sess_explore_1790176426922_cx66dr","search_click",2,76,"2026-09-16T22:46:25.592Z"
"int_1790176426920_2vm46h7qm","6a833391cee036cbf121a825","68c5583b9869e837e80cea09","sess_explore_1790176426920_0jn62c","view",1,52,"2026-09-17T00:20:33.925Z"
"int_1790176426921_sih0d90g9","6a833393cee036cbf121a837","68c5583b9869e837e80cea37","sess_explore_1790176426921_mzqkrl","view",1,30,"2026-09-17T00:38:55.421Z"
"int_1790176426921_39mpej73f","6a833393cee036cbf121a837","68c5583b9869e837e80cea37","sess_explore_1790176426921_mzqkrl","like",3,0,"2026-09-17T00:39:05.421Z"
"int_1790176426435_vmpj62iza","6a833392cee036cbf121a82d","68c5583b9869e837e80ceafc","sess_1790176426433_zibpcsw","view",1,150,"2026-09-17T01:12:27.457Z"
"int_1790176426435_q1h6c4sxb","6a833392cee036cbf121a82d","68c5583b9869e837e80cea8f","sess_1790176426433_zibpcsw","view",1,49,"2026-09-17T01:12:27.457Z"
"int_1790176426435_3hrdi5imz","6a833392cee036cbf121a82d","68c5583b9869e837e80ceaf8","sess_1790176426433_zibpcsw","view",1,37,"2026-09-17T01:12:27.457Z"
"int_1790176426435_8fxpeudhg","6a833392cee036cbf121a82d","68c5583b9869e837e80ceaba","sess_1790176426433_zibpcsw","view",1,57,"2026-09-17T01:12:27.457Z"
"int_1790176426435_ly438idxw","6a833392cee036cbf121a82d","68c5583b9869e837e80cea3e","sess_1790176426433_zibpcsw","view",1,113,"2026-09-17T01:12:27.457Z"
"int_1790176426435_su5ry8om3","6a833392cee036cbf121a82d","68c5583b9869e837e80cea8f","sess_1790176426433_zibpcsw","like",3,0,"2026-09-17T01:12:42.457Z"
"int_1790176426435_zp6lpvqvd","6a833392cee036cbf121a82d","68c5583b9869e837e80ceaf8","sess_1790176426433_zibpcsw","like",3,0,"2026-09-17T01:12:42.457Z"
"int_1790176426435_kodk6rozg","6a833392cee036cbf121a82d","68c5583b9869e837e80ceaba","sess_1790176426433_zibpcsw","like",3,0,"2026-09-17T01:12:42.457Z"
"int_1790176426435_ezoe25rns","6a833392cee036cbf121a82d","68c5583b9869e837e80cea3e","sess_1790176426433_zibpcsw","add_to_cart",5,0,"2026-09-17T01:13:02.457Z"
"int_1790176426925_d4g0h2itz","6a833392cee036cbf121a833","68c5583b9869e837e80ceaed","sess_explore_1790176426925_3m6m3b","search_click",2,30,"2026-09-17T03:13:13.082Z"
"int_1790176426921_g2cpr5dld","6a833394cee036cbf121a847","68c5583b9869e837e80cea6d","sess_explore_1790176426921_xexd0u","search_click",2,60,"2026-09-17T03:34:39.092Z"
"int_1790176426922_imqykshez","6a833397cee036cbf121a87d","68c5583b9869e837e80cea9e","sess_explore_1790176426922_md55ts","view",1,35,"2026-09-17T04:58:59.854Z"
"int_1790176426922_qgqvlfg50","6a833397cee036cbf121a87d","68c5583b9869e837e80cea9e","sess_explore_1790176426922_md55ts","like",3,0,"2026-09-17T04:59:09.854Z"
"int_1790176426810_m0yy1thea","6a833397cee036cbf121a875","68c5583b9869e837e80ce9e1","sess_1790176426809_fk85qur","view",1,66,"2026-09-17T05:11:23.129Z"
"int_1790176426810_3td3vxvaz","6a833397cee036cbf121a875","68c5583b9869e837e80cea1d","sess_1790176426809_fk85qur","view",1,38,"2026-09-17T05:11:23.129Z"
"int_1790176426810_4yzqgbec7","6a833397cee036cbf121a875","68c5583b9869e837e80ceac2","sess_1790176426809_fk85qur","view",1,88,"2026-09-17T05:11:23.129Z"
"int_1790176426810_r2efp7fcs","6a833397cee036cbf121a875","68c5583b9869e837e80ceac2","sess_1790176426809_fk85qur","like",3,0,"2026-09-17T05:11:38.129Z"
"int_1790176426810_hegqfj120","6a833397cee036cbf121a875","68c5583b9869e837e80ce9e1","sess_1790176426809_fk85qur","add_to_cart",5,0,"2026-09-17T05:11:58.129Z"
"int_1790176426477_grl7n2w69","6a833393cee036cbf121a837","68c5583b9869e837e80cea73","sess_1790176426476_rgew93m","view",1,169,"2026-09-17T06:12:08.803Z"
"int_1790176426477_nog0rf6b5","6a833393cee036cbf121a837","68c5583b9869e837e80cea78","sess_1790176426476_rgew93m","view",1,91,"2026-09-17T06:12:08.803Z"
"int_1790176426477_8wscnct20","6a833393cee036cbf121a837","68c5583b9869e837e80ce9ea","sess_1790176426476_rgew93m","view",1,162,"2026-09-17T06:12:08.803Z"
"int_1790176426477_y93fyj6ru","6a833393cee036cbf121a837","68c5583b9869e837e80ce9ea","sess_1790176426476_rgew93m","like",3,0,"2026-09-17T06:12:23.803Z"
"int_1790176426503_pqasuja6r","6a833393cee036cbf121a83d","68c5583b9869e837e80ce9a7","sess_1790176426501_nnudu3g","view",1,20,"2026-09-17T06:37:10.083Z"
"int_1790176426503_s3dh833u8","6a833393cee036cbf121a83d","68c5583b9869e837e80ce9b4","sess_1790176426501_nnudu3g","view",1,96,"2026-09-17T06:37:10.083Z"
"int_1790176426503_xk5ws808v","6a833393cee036cbf121a83d","68c5583b9869e837e80ce994","sess_1790176426501_nnudu3g","view",1,76,"2026-09-17T06:37:10.083Z"
"int_1790176426503_8jsxc6two","6a833393cee036cbf121a83d","68c5583b9869e837e80ce996","sess_1790176426501_nnudu3g","view",1,79,"2026-09-17T06:37:10.083Z"
"int_1790176426503_ti9gnztgw","6a833393cee036cbf121a83d","68c5583b9869e837e80cea96","sess_1790176426501_nnudu3g","view",1,28,"2026-09-17T06:37:10.083Z"
"int_1790176426503_w7xa45vtx","6a833393cee036cbf121a83d","68c5583b9869e837e80ce9a7","sess_1790176426501_nnudu3g","like",3,0,"2026-09-17T06:37:25.083Z"
"int_1790176426503_iph7v9go9","6a833393cee036cbf121a83d","68c5583b9869e837e80ce994","sess_1790176426501_nnudu3g","like",3,0,"2026-09-17T06:37:25.083Z"
"int_1790176426503_q6583m159","6a833393cee036cbf121a83d","68c5583b9869e837e80ce996","sess_1790176426501_nnudu3g","like",3,0,"2026-09-17T06:37:25.083Z"
"int_1790176426922_xsrs10ak1","6a833395cee036cbf121a855","68c5583b9869e837e80ceab9","sess_explore_1790176426922_lohsmp","search_click",2,40,"2026-09-17T06:37:43.731Z"
"int_1790176426921_dgl8mxxg8","6a833397cee036cbf121a87d","68c5583b9869e837e80cea6f","sess_explore_1790176426921_zpw06c","view",1,82,"2026-09-17T08:07:06.987Z"
"int_1790176426922_bcswk8by5","6a833395cee036cbf121a85d","68c5583b9869e837e80cea98","sess_explore_1790176426922_95n8gb","search_click",2,69,"2026-09-17T10:36:17.154Z"
"int_1790176426922_9yng8juqa","6a833395cee036cbf121a85d","68c5583b9869e837e80cea98","sess_explore_1790176426922_95n8gb","like",3,0,"2026-09-17T10:36:27.154Z"
"int_1790176426805_68goe5a8z","6a833397cee036cbf121a875","68c5583b9869e837e80ce9e2","sess_1790176426804_rtqupkj","view",1,26,"2026-09-17T11:23:37.476Z"
"int_1790176426805_7ll218dy1","6a833397cee036cbf121a875","68c5583b9869e837e80ce996","sess_1790176426804_rtqupkj","view",1,86,"2026-09-17T11:23:37.476Z"
"int_1790176426805_sfub0o8dm","6a833397cee036cbf121a875","68c5583b9869e837e80ceaa6","sess_1790176426804_rtqupkj","view",1,59,"2026-09-17T11:23:37.476Z"
"int_1790176426805_s2gm44b41","6a833397cee036cbf121a875","68c5583b9869e837e80ce996","sess_1790176426804_rtqupkj","add_to_cart",5,0,"2026-09-17T11:24:12.476Z"
"int_1790176426818_0yb4q5h9n","6a833397cee036cbf121a877","68c5583b9869e837e80ce97f","sess_1790176426816_4hn41ur","view",1,173,"2026-09-17T12:25:58.818Z"
"int_1790176426818_6yyz595za","6a833397cee036cbf121a877","68c5583b9869e837e80cea74","sess_1790176426816_4hn41ur","view",1,41,"2026-09-17T12:25:58.818Z"
"int_1790176426818_n5enseh3z","6a833397cee036cbf121a877","68c5583b9869e837e80ce98f","sess_1790176426816_4hn41ur","view",1,129,"2026-09-17T12:25:58.818Z"
"int_1790176426818_vx57x8sxr","6a833397cee036cbf121a877","68c5583b9869e837e80ce97f","sess_1790176426816_4hn41ur","like",3,0,"2026-09-17T12:26:13.818Z"
"int_1790176426818_ycj2jkdq6","6a833397cee036cbf121a877","68c5583b9869e837e80ce98f","sess_1790176426816_4hn41ur","like",3,0,"2026-09-17T12:26:13.818Z"
"int_1790176426921_uwkbsttpg","6a27ed55b6d7638a2acaa654","68c5583b9869e837e80cea5d","sess_explore_1790176426921_ghzrsd","search_click",2,34,"2026-09-17T12:54:08.206Z"
"int_1790176426919_jsw4bvxsf","6a833398cee036cbf121a883","68c5583b9869e837e80ce9cf","sess_explore_1790176426919_zkbond","search_click",2,45,"2026-09-17T17:08:01.502Z"
"int_1790176426919_5ugj4psxb","6a833398cee036cbf121a883","68c5583b9869e837e80ce9cf","sess_explore_1790176426919_zkbond","like",3,0,"2026-09-17T17:08:11.502Z"
"int_1790176426442_jv8vqe39u","6a833392cee036cbf121a82d","68c5583b9869e837e80ceaab","sess_1790176426440_w11f4n6","view",1,107,"2026-09-17T18:06:22.765Z"
"int_1790176426442_zxasmiv97","6a833392cee036cbf121a82d","68c5583b9869e837e80ce980","sess_1790176426440_w11f4n6","view",1,163,"2026-09-17T18:06:22.765Z"
"int_1790176426442_83qxae6kn","6a833392cee036cbf121a82d","68c5583b9869e837e80cea9c","sess_1790176426440_w11f4n6","view",1,86,"2026-09-17T18:06:22.765Z"
"int_1790176426442_ed657v5c8","6a833392cee036cbf121a82d","68c5583b9869e837e80ce998","sess_1790176426440_w11f4n6","view",1,98,"2026-09-17T18:06:22.765Z"
"int_1790176426442_grhtydffg","6a833392cee036cbf121a82d","68c5583b9869e837e80cea9c","sess_1790176426440_w11f4n6","like",3,0,"2026-09-17T18:06:37.765Z"
"int_1790176426442_d28qdfe9l","6a833392cee036cbf121a82d","68c5583b9869e837e80cea9c","sess_1790176426440_w11f4n6","add_to_cart",5,0,"2026-09-17T18:06:57.765Z"
"int_1790176426923_64lm8ncfp","6a833397cee036cbf121a873","68c5583b9869e837e80ceac5","sess_explore_1790176426923_q4ildk","view",1,79,"2026-09-17T18:20:04.958Z"
"int_1790176426923_dcdr45er7","6a833397cee036cbf121a871","68c5583b9869e837e80ceac0","sess_explore_1790176426923_0kgab4","view",1,58,"2026-09-17T19:20:57.621Z"
"int_1790176426923_465rlpl4s","6a833397cee036cbf121a871","68c5583b9869e837e80ceac0","sess_explore_1790176426923_0kgab4","like",3,0,"2026-09-17T19:21:07.621Z"
"int_1790176426922_0u65yhxcm","6a833395cee036cbf121a85f","68c5583b9869e837e80ceaaf","sess_explore_1790176426922_ga0bzx","search_click",2,66,"2026-09-17T19:21:27.392Z"
"int_1790176426924_hpaxq59gb","6a833396cee036cbf121a869","68c5583b9869e837e80ceae7","sess_explore_1790176426924_7i2z1t","view",1,66,"2026-09-17T20:48:53.015Z"
"int_1790176426920_okseg1tfe","6a833392cee036cbf121a829","68c5583b9869e837e80cea1f","sess_explore_1790176426920_bzf6r8","search_click",2,90,"2026-09-17T22:56:21.042Z"
"int_1790176426924_b9i5xfay4","6a833396cee036cbf121a863","68c5583b9869e837e80ceae0","sess_explore_1790176426924_jes5zb","search_click",2,44,"2026-09-18T00:14:09.808Z"
"int_1790176426923_jpv3qk20n","68e37500fb43e827078c759c","68c5583b9869e837e80ceace","sess_explore_1790176426923_2na0nw","search_click",2,60,"2026-09-18T00:33:18.867Z"
"int_1790176426923_0n6cznkpy","68e37500fb43e827078c759c","68c5583b9869e837e80ceace","sess_explore_1790176426923_2na0nw","like",3,0,"2026-09-18T00:33:28.867Z"
"int_1790176426923_gj0fxpn5x","6a833396cee036cbf121a865","68c5583b9869e837e80ceac8","sess_explore_1790176426923_x4jdp1","view",1,80,"2026-09-18T02:49:03.216Z"
"int_1790176426925_8k6xiqa7o","6a833392cee036cbf121a827","68c5583b9869e837e80ceafd","sess_explore_1790176426925_6p9fn7","search_click",2,33,"2026-09-18T03:21:07.320Z"
"int_1790176426673_sb4pvt0k1","6a833395cee036cbf121a85d","68c5583b9869e837e80cea40","sess_1790176426672_ptae9gq","view",1,20,"2026-09-18T05:17:05.760Z"
"int_1790176426673_95jomm2v8","6a833395cee036cbf121a85d","68c5583b9869e837e80cea7c","sess_1790176426672_ptae9gq","view",1,28,"2026-09-18T05:17:05.760Z"
"int_1790176426673_fnwjxhxw2","6a833395cee036cbf121a85d","68c5583b9869e837e80ce9b1","sess_1790176426672_ptae9gq","view",1,153,"2026-09-18T05:17:05.760Z"
"int_1790176426673_lmsmrqtj6","6a833395cee036cbf121a85d","68c5583b9869e837e80ce9b1","sess_1790176426672_ptae9gq","like",3,0,"2026-09-18T05:17:20.760Z"
"int_1790176426919_00t5ps5y9","6a833395cee036cbf121a859","68c5583b9869e837e80ce984","sess_explore_1790176426919_thju10","view",1,66,"2026-09-18T05:22:41.255Z"
"int_1790176426345_4qw929s3z","68e37500fb43e827078c759c","68c5583b9869e837e80cea2c","sess_1790176426341_4gyjet8","view",1,114,"2026-09-18T05:51:17.429Z"
"int_1790176426345_oq3ou0hll","68e37500fb43e827078c759c","68c5583b9869e837e80ce99e","sess_1790176426341_4gyjet8","view",1,145,"2026-09-18T05:51:17.429Z"
